target,layer,n_molecules,n_actives,metric,pocket,sequence,diff
Q9HCE5,L4,9834,193,AUROC,0.5188,0.7586,+0.2398
Q9IWW8,L4,917,18,EF1%,0.0000,0.0000,+0.0000
Q9IWW8,L4,917,18,EF5%,0.0000,0.0000,+0.0000
Q9IWW8,L4,917,18,AUROC,0.5347,0.5958,+0.0611
Q9NPF7,L4,2550,50,EF1%,0.0000,0.0000,+0.0000
Q9NPF7,L4,2550,50,EF5%,0.0000,1.1953,+1.1953
Q9NPF7,L4,2550,50,AUROC,0.8526,0.7676,-0.0851
Q9NPH5,L4,4892,96,EF1%,1.0400,0.0000,-1.0400
Q9NPH5,L4,4892,96,EF5%,0.2080,0.4160,+0.2080
Q9NPH5,L4,4892,96,AUROC,0.4162,0.6195,+0.2033
Q9NR19,L4,7233,142,EF1%,0.0000,0.0000,+0.0000
Q9NR19,L4,7233,142,EF5%,0.0000,0.1407,+0.1407
Q9NR19,L4,7233,142,AUROC,0.4356,0.5059,+0.0704
Q9NR96,L4,1936,38,EF1%,0.0000,40.7579,+40.7579
Q9NR96,L4,1936,38,EF5%,0.0000,16.8074,+16.8074
Q9NR96,L4,1936,38,AUROC,0.3479,0.9341,+0.5863
Q9NSD7,L4,765,15,EF1%,0.0000,0.0000,+0.0000
Q9NSD7,L4,765,15,EF5%,2.6154,2.6154,+0.0000
Q9NSD7,L4,765,15,AUROC,0.7971,0.9088,+0.1117
Q9NSU2,L4,5910,116,EF1%,0.0000,2.5474,+2.5474
Q9NSU2,L4,5910,116,EF5%,1.8933,4.9916,+3.0982
Q9NSU2,L4,5910,116,AUROC,0.8416,0.8388,-0.0028
Q9NVM4,L4,510,10,EF1%,51.0000,51.0000,+0.0000
Q9NVM4,L4,510,10,EF5%,13.7308,13.7308,+0.0000
Q9NVM4,L4,510,10,AUROC,0.9764,0.9243,-0.0521
Q9NY59,L4,1015,20,EF1%,0.0000,0.0000,+0.0000
Q9NY59,L4,1015,20,EF5%,0.0000,0.0000,+0.0000
Q9NY59,L4,1015,20,AUROC,0.5022,0.2856,-0.2166
Q9WHN8,L4,10245,201,EF1%,0.0000,0.0000,+0.0000
Q9WHN8,L4,10245,201,EF5%,0.5961,0.0000,-0.5961
Q9WHN8,L4,10245,201,AUROC,0.6814,0.3680,-0.3133
Q9Y239,L4,2955,58,EF1%,0.0000,0.0000,+0.0000
Q9Y239,L4,2955,58,EF5%,0.0000,1.0327,+1.0327
Q9Y239,L4,2955,58,AUROC,0.3445,0.7085,+0.3640
Q9Y2I1,L4,510,10,EF1%,0.0000,0.0000,+0.0000
Q9Y2I1,L4,510,10,EF5%,7.8462,0.0000,-7.8462
Q9Y2I1,L4,510,10,AUROC,0.9472,0.4000,-0.5472
Q9Y2I7,L4,20075,394,EF1%,0.0000,0.0000,+0.0000
Q9Y2I7,L4,20075,394,EF5%,0.0000,0.2030,+0.2030
Q9Y2I7,L4,20075,394,AUROC,0.3456,0.5122,+0.1666
Q9Y4K0,L4,2396,47,EF1%,21.2411,0.0000,-21.2411
Q9Y4K0,L4,2396,47,EF5%,11.0454,0.0000,-11.0454
Q9Y4K0,L4,2396,47,AUROC,0.9121,0.3174,-0.5946
Q9Y5X5,L4,867,17,EF1%,11.3333,5.6667,-5.6667
Q9Y5X5,L4,867,17,EF5%,8.1136,5.7955,-2.3182
Q9Y5X5,L4,867,17,AUROC,0.9109,0.6661,-0.2448
