target,layer,n_molecules,n_actives,metric,pocket,sequence,diff
O15379,L1,7189,141,EF1%,0.0000,49.5695,+49.5695
O15379,L1,7189,141,EF5%,0.0000,19.1197,+19.1197
O15379,L1,7189,141,AUROC,0.4009,0.9815,+0.5805
O43353,L1,12518,246,EF1%,50.8862,50.8862,+0.0000
O43353,L1,12518,246,EF5%,19.1026,19.5904,+0.4877
O43353,L1,12518,246,AUROC,0.9891,0.9942,+0.0052
O60341,L1,5301,104,EF1%,28.3173,30.2051,+1.8878
O60341,L1,5301,104,EF5%,6.5151,6.8984,+0.3832
O60341,L1,5301,104,AUROC,0.7062,0.7836,+0.0774
O60674,L1,11614,228,EF1%,0.0000,39.6189,+39.6189
O60674,L1,11614,228,EF5%,0.8767,16.6581,+15.7813
O60674,L1,11614,228,AUROC,0.6640,0.9533,+0.2893
O60885,L1,2954,58,EF1%,50.9310,50.9310,+0.0000
O60885,L1,2954,58,EF5%,18.2388,18.9271,+0.6883
O60885,L1,2954,58,AUROC,0.9682,0.9692,+0.0010
O75469,L1,4179,82,EF1%,50.9634,50.9634,+0.0000
O75469,L1,4179,82,EF5%,19.9952,19.9952,+0.0000
O75469,L1,4179,82,AUROC,1.0000,1.0000,+0.0000
P00734,L1,7595,149,EF1%,37.5592,14.7554,-22.8038
P00734,L1,7595,149,EF5%,19.3161,8.8532,-10.4629
P00734,L1,7595,149,AUROC,0.9842,0.9001,-0.0841
P00915,L1,8612,169,EF1%,33.3867,46.8585,+13.4718
P00915,L1,8612,169,EF5%,16.5527,19.2720,+2.7194
P00915,L1,8612,169,AUROC,0.9649,0.9872,+0.0223
P01116,L1,2593,51,EF1%,33.2436,33.2436,+0.0000
P01116,L1,2593,51,EF5%,10.1686,8.2131,-1.9555
P01116,L1,2593,51,AUROC,0.9470,0.8840,-0.0630
P04798,L1,3210,63,EF1%,3.0880,3.0880,+0.0000
P04798,L1,3210,63,EF5%,0.6329,0.6329,+0.0000
P04798,L1,3210,63,AUROC,0.5294,0.3831,-0.1463
P06239,L1,3463,68,EF1%,27.6458,21.8256,-5.8202
P06239,L1,3463,68,EF5%,14.0487,6.4390,-7.6097
P06239,L1,3463,68,AUROC,0.9554,0.8459,-0.1094
P07333,L1,5251,103,EF1%,23.0855,27.8950,+4.8095
P07333,L1,5251,103,EF5%,5.2337,7.1722,+1.9384
P07333,L1,5251,103,AUROC,0.7628,0.8206,+0.0578
P08581,L1,3365,66,EF1%,7.4978,32.9902,+25.4924
P08581,L1,3365,66,EF5%,3.6202,12.0674,+8.4472
P08581,L1,3365,66,AUROC,0.5957,0.9049,+0.3092
P0DMS8,L1,3507,60,EF1%,58.4500,58.4500,+0.0000
P0DMS8,L1,3507,60,EF5%,19.2619,19.2619,+0.0000
P0DMS8,L1,3507,60,AUROC,0.9834,0.9979,+0.0144
P0DTD1,L1,21395,419,EF1%,48.1988,49.8690,+1.6703
P0DTD1,L1,21395,419,EF5%,14.3165,16.7503,+2.4338
P0DTD1,L1,21395,419,AUROC,0.9443,0.9555,+0.0112
P11362,L1,2854,56,EF1%,26.3608,28.1182,+1.7574
P11362,L1,2854,56,EF5%,7.8407,6.4151,-1.4256
P11362,L1,2854,56,AUROC,0.6808,0.7978,+0.1170
P11802,L1,3620,71,EF1%,48.2299,50.9859,+2.7560
P11802,L1,3620,71,EF5%,19.4366,19.7183,+0.2817
P11802,L1,3620,71,AUROC,0.9963,0.9960,-0.0003
P12931,L1,4634,91,EF1%,34.6710,6.5008,-28.1702
P12931,L1,4634,91,EF5%,14.0477,3.7314,-10.3163
P12931,L1,4634,91,AUROC,0.9522,0.7049,-0.2473
P15056,L1,2955,58,EF1%,40.7586,40.7586,+0.0000
P15056,L1,2955,58,EF5%,18.9335,15.8353,-3.0982
P15056,L1,2955,58,AUROC,0.9831,0.9634,-0.0197
P18031,L1,5902,116,EF1%,32.2236,38.1595,+5.9359
P18031,L1,5902,116,EF5%,17.5327,18.0484,+0.5157
P18031,L1,5902,116,AUROC,0.9518,0.9640,+0.0121
P21554,L1,5096,100,EF1%,45.9639,50.9600,+4.9961
P21554,L1,5096,100,EF5%,14.3887,15.7876,+1.3989
P21554,L1,5096,100,AUROC,0.8414,0.8507,+0.0093
P22413,L1,9628,189,EF1%,8.4028,16.2804,+7.8776
P22413,L1,9628,189,EF5%,3.2763,5.2844,+2.0081
P22413,L1,9628,189,AUROC,0.6508,0.7973,+0.1465
P22455,L1,2803,55,EF1%,1.7574,47.4489,+45.6915
P22455,L1,2803,55,EF5%,1.4458,13.7349,+12.2891
P22455,L1,2803,55,AUROC,0.5866,0.9209,+0.3343
P23458,L1,10037,197,EF1%,46.4092,49.9403,+3.5311
P23458,L1,10037,197,EF5%,19.0806,19.2836,+0.2030
P23458,L1,10037,197,AUROC,0.9893,0.9868,-0.0025
P27338,L1,7900,155,EF1%,23.8710,25.1613,+1.2903
P27338,L1,7900,155,EF5%,10.1935,6.7097,-3.4839
P27338,L1,7900,155,AUROC,0.8193,0.7427,-0.0765
P28335,L1,4078,80,EF1%,12.4329,36.0555,+23.6226
P28335,L1,4078,80,EF5%,11.7442,15.9922,+4.2479
P28335,L1,4078,80,AUROC,0.8718,0.9727,+0.1010
P29597,L1,9519,187,EF1%,11.1352,49.3130,+38.1778
P29597,L1,9519,187,EF5%,5.0262,18.9285,+13.9023
P29597,L1,9519,187,AUROC,0.7991,0.9849,+0.1858
P30530,L1,2548,50,EF1%,17.6400,47.0400,+29.4000
P30530,L1,2548,50,EF5%,13.9344,12.7400,-1.1944
P30530,L1,2548,50,AUROC,0.9568,0.9058,-0.0511
P31153,L1,3213,63,EF1%,0.0000,51.0000,+51.0000
P31153,L1,3213,63,EF5%,0.0000,16.7888,+16.7888
P31153,L1,3213,63,AUROC,0.7520,0.9283,+0.1763
P34913,L1,6317,124,EF1%,50.9435,50.9435,+0.0000
P34913,L1,6317,124,EF5%,19.8293,19.3457,-0.4836
P34913,L1,6317,124,AUROC,0.9970,0.9963,-0.0008
P34914,L1,5044,99,EF1%,50.9495,50.9495,+0.0000
P34914,L1,5044,99,EF5%,15.9091,18.5271,+2.6180
P34914,L1,5044,99,AUROC,0.9812,0.9891,+0.0079
P34972,L1,3414,67,EF1%,50.9552,50.9552,+0.0000
P34972,L1,3414,67,EF5%,18.7730,19.3689,+0.5960
P34972,L1,3414,67,AUROC,0.9950,0.9860,-0.0090
P35968,L1,6924,136,EF1%,43.6387,16.0008,-27.6378
P35968,L1,6924,136,EF5%,14.5253,10.4171,-4.1082
P35968,L1,6924,136,AUROC,0.9034,0.8498,-0.0536
P36888,L1,4282,84,EF1%,29.6373,36.7503,+7.1130
P36888,L1,4282,84,EF5%,13.0404,12.5662,-0.4742
P36888,L1,4282,84,AUROC,0.9192,0.9078,-0.0114
P41145,L1,9834,193,EF1%,43.2332,42.7185,-0.5147
P41145,L1,9834,193,EF5%,12.5312,15.9488,+3.4176
P41145,L1,9834,193,AUROC,0.8598,0.9204,+0.0606
P41182,L1,3208,63,EF1%,50.9206,50.9206,+0.0000
P41182,L1,3208,63,EF5%,19.9255,19.9255,+0.0000
P41182,L1,3208,63,AUROC,0.9999,1.0000,+0.0001
P41595,L1,4634,90,EF1%,23.0057,40.5338,+17.5281
P41595,L1,4634,90,EF5%,9.3213,13.5380,+4.2168
P41595,L1,4634,90,AUROC,0.7843,0.9043,+0.1200
P47989,L1,2804,55,EF1%,7.0320,15.8219,+8.7900
P47989,L1,2804,55,EF5%,5.7852,9.0393,+3.2542
P47989,L1,2804,55,AUROC,0.7951,0.9072,+0.1121
P49327,L1,33880,665,EF1%,50.9474,50.9474,+0.0000
P49327,L1,33880,665,EF5%,20.0000,20.0000,+0.0000
P49327,L1,33880,665,AUROC,1.0000,1.0000,-0.0000
P50406,L1,3415,67,EF1%,48.0576,45.1450,-2.9126
P50406,L1,3415,67,EF5%,19.6727,19.6727,+0.0000
P50406,L1,3415,67,AUROC,0.9957,0.9944,-0.0013
P50750,L1,3416,67,EF1%,46.6149,49.5284,+2.9134
P50750,L1,3416,67,EF5%,14.0134,16.1005,+2.0871
P50750,L1,3416,67,AUROC,0.8805,0.8873,+0.0068
P52333,L1,13042,256,EF1%,41.2229,47.8341,+6.6112
P52333,L1,13042,256,EF5%,18.0220,18.1000,+0.0780
P52333,L1,13042,256,AUROC,0.9826,0.9799,-0.0028
P53634,L1,2953,58,EF1%,50.9138,50.9138,+0.0000
P53634,L1,2953,58,EF5%,18.5767,18.5767,+0.0000
P53634,L1,2953,58,AUROC,0.9562,0.9574,+0.0013
P56817,L1,13247,260,EF1%,50.9500,29.4974,-21.4526
P56817,L1,13247,260,EF5%,18.5203,14.8316,-3.6887
P56817,L1,13247,260,AUROC,0.9426,0.9349,-0.0077
Q05397,L1,4588,90,EF1%,39.8957,33.2464,-6.6493
Q05397,L1,4588,90,EF5%,18.6180,11.7471,-6.8709
Q05397,L1,4588,90,AUROC,0.9889,0.9211,-0.0677
Q13188,L1,2548,50,EF1%,45.0800,50.9600,+5.8800
Q13188,L1,2548,50,EF5%,18.7119,19.5081,+0.7963
Q13188,L1,2548,50,AUROC,0.9852,0.9954,+0.0102
Q13547,L1,18393,361,EF1%,47.0735,49.8425,+2.7690
Q13547,L1,18393,361,EF5%,19.1617,19.6601,+0.4984
Q13547,L1,18393,361,AUROC,0.9884,0.9937,+0.0053
Q13627,L1,5653,111,EF1%,41.9932,47.3540,+5.3608
Q13627,L1,5653,111,EF5%,16.3761,18.3556,+1.9795
Q13627,L1,5653,111,AUROC,0.9107,0.9892,+0.0785
Q16678,L1,5450,107,EF1%,18.5217,11.1130,-7.4087
Q16678,L1,5450,107,EF5%,5.4106,4.4778,-0.9329
Q16678,L1,5450,107,AUROC,0.6510,0.6230,-0.0281
Q92769,L1,6469,127,EF1%,49.3697,50.1534,+0.7836
Q92769,L1,6469,127,EF5%,18.5511,19.4944,+0.9433
Q92769,L1,6469,127,AUROC,0.9807,0.9921,+0.0114
Q92918,L1,8204,161,EF1%,47.2729,50.9565,+3.6836
Q92918,L1,8204,161,EF5%,18.8452,17.6054,-1.2398
Q92918,L1,8204,161,AUROC,0.9755,0.9845,+0.0091
Q9BY41,L1,5301,104,EF1%,49.0833,40.5881,-8.4952
Q9BY41,L1,5301,104,EF5%,18.3956,17.0543,-1.3413
Q9BY41,L1,5301,104,AUROC,0.9760,0.9686,-0.0074
Q9NWZ3,L1,4633,91,EF1%,37.9133,40.0797,+2.1665
Q9NWZ3,L1,4633,91,EF5%,13.6058,15.3614,+1.7556
Q9NWZ3,L1,4633,91,AUROC,0.9136,0.9671,+0.0535
Q9NZQ7,L1,4333,85,EF1%,44.0251,49.8179,+5.7928
Q9NZQ7,L1,4333,85,EF5%,16.2091,18.3233,+2.1142
Q9NZQ7,L1,4333,85,AUROC,0.9411,0.9622,+0.0211
Q9Y5Z0,L1,11569,227,EF1%,50.9648,50.9648,+0.0000
Q9Y5Z0,L1,11569,227,EF5%,19.9810,19.9810,+0.0000
Q9Y5Z0,L1,11569,227,AUROC,1.0000,1.0000,-0.0000
O14684,L2,6371,125,EF1%,0.0000,11.1493,+11.1493
O14684,L2,6371,125,EF5%,2.5564,9.1071,+6.5507
O14684,L2,6371,125,AUROC,0.7360,0.8785,+0.1425
O14744,L2,41468,814,EF1%,50.9435,50.2070,-0.7365
O14744,L2,41468,814,EF5%,15.5238,15.6466,+0.1228
O14744,L2,41468,814,AUROC,0.8887,0.9069,+0.0182
O14757,L2,9683,190,EF1%,50.4378,49.3870,-1.0508
O14757,L2,9683,190,EF5%,19.0192,17.9685,-1.0508
O14757,L2,9683,190,AUROC,0.9891,0.9815,-0.0076
O15379,L2,21046,413,EF1%,0.0000,49.9928,+49.9928
O15379,L2,21046,413,EF5%,0.0000,19.7447,+19.7447
O15379,L2,21046,413,AUROC,0.4343,0.9968,+0.5625
O43570,L2,12175,239,EF1%,46.7659,47.6010,+0.8351
O43570,L2,12175,239,EF5%,17.5660,16.6459,-0.9201
O43570,L2,12175,239,AUROC,0.9394,0.9234,-0.0160
O43613,L2,5042,99,EF1%,50.9293,49.9307,-0.9986
O43613,L2,5042,99,EF5%,19.7276,19.9289,+0.2013
O43613,L2,5042,99,AUROC,0.9956,0.9983,+0.0027
O43614,L2,7392,145,EF1%,44.7791,40.6457,-4.1335
O43614,L2,7392,145,EF5%,15.4316,17.0850,+1.6534
O43614,L2,7392,145,AUROC,0.9804,0.9804,-0.0000
O60341,L2,41115,807,EF1%,49.0931,48.9694,-0.1237
O60341,L2,41115,807,EF5%,17.0240,17.8665,+0.8425
O60341,L2,41115,807,AUROC,0.9733,0.9797,+0.0064
O60502,L2,15337,301,EF1%,50.9535,50.9535,+0.0000
O60502,L2,15337,301,EF5%,19.7968,19.6639,-0.1329
O60502,L2,15337,301,AUROC,0.9977,0.9953,-0.0025
O60885,L2,29355,576,EF1%,50.2702,49.5768,-0.6934
O60885,L2,29355,576,EF5%,18.4344,19.4064,+0.9721
O60885,L2,29355,576,AUROC,0.9798,0.9936,+0.0138
O75116,L2,15337,301,EF1%,37.7188,41.0275,+3.3087
O75116,L2,15337,301,EF5%,14.0172,17.6710,+3.6538
O75116,L2,15337,301,AUROC,0.8911,0.9727,+0.0815
O75173,L2,4228,83,EF1%,49.7551,49.7551,+0.0000
O75173,L2,4228,83,EF5%,19.9434,19.9434,+0.0000
O75173,L2,4228,83,AUROC,0.9998,0.9998,-0.0001
O75385,L2,20778,408,EF1%,34.5223,25.7081,-8.8142
O75385,L2,20778,408,EF5%,18.0865,17.4003,-0.6862
O75385,L2,20778,408,AUROC,0.9861,0.9795,-0.0066
O95497,L2,6012,118,EF1%,33.4093,29.2331,-4.1762
O95497,L2,6012,118,EF5%,12.0179,11.0023,-1.0156
O95497,L2,6012,118,AUROC,0.9415,0.9265,-0.0150
O95819,L2,3364,66,EF1%,5.9964,0.0000,-5.9964
O95819,L2,3364,66,EF5%,8.1431,0.0000,-8.1431
O95819,L2,3364,66,AUROC,0.9148,0.6565,-0.2583
O96017,L2,3312,65,EF1%,14.9864,4.4959,-10.4905
O96017,L2,3312,65,EF5%,12.2780,9.2085,-3.0695
O96017,L2,3312,65,AUROC,0.9517,0.9286,-0.0230
O96028,L2,3923,77,EF1%,22.9266,0.0000,-22.9266
O96028,L2,3923,77,EF5%,12.1551,1.0345,-11.1206
O96028,L2,3923,77,AUROC,0.9403,0.5255,-0.4147
P00519,L2,14973,294,EF1%,5.0929,14.9390,+9.8462
P00519,L2,14973,294,EF5%,1.0879,9.7913,+8.7034
P00519,L2,14973,294,AUROC,0.4611,0.8980,+0.4370
P00533,L2,104283,2047,EF1%,13.2856,18.3165,+5.0309
P00533,L2,104283,2047,EF5%,5.0700,8.1374,+3.0674
P00533,L2,104283,2047,AUROC,0.6802,0.7931,+0.1129
P00734,L2,3669,72,EF1%,38.5631,44.0721,+5.5090
P00734,L2,3669,72,EF5%,18.5555,16.3399,-2.2156
P00734,L2,3669,72,AUROC,0.9775,0.9500,-0.0275
P00742,L2,3362,66,EF1%,46.4447,46.4447,+0.0000
P00742,L2,3362,66,EF5%,19.8935,18.0850,-1.8085
P00742,L2,3362,66,AUROC,0.9975,0.9709,-0.0266
P00746,L2,18546,364,EF1%,50.9505,50.9505,+0.0000
P00746,L2,18546,364,EF5%,18.3927,19.9300,+1.5373
P00746,L2,18546,364,AUROC,0.9935,0.9998,+0.0063
P00751,L2,7433,141,EF1%,52.0134,52.0134,+0.0000
P00751,L2,7433,141,EF5%,19.9812,19.9812,+0.0000
P00751,L2,7433,141,AUROC,0.9996,0.9996,-0.0001
P01116,L2,145493,3259,EF1%,43.7536,43.9071,+0.1534
P01116,L2,145493,3259,EF5%,12.4020,12.2977,-0.1043
P01116,L2,145493,3259,AUROC,0.9251,0.9066,-0.0184
P03372,L2,11108,218,EF1%,41.8552,12.7385,-29.1166
P03372,L2,11108,218,EF5%,17.1374,6.5067,-10.6307
P03372,L2,11108,218,AUROC,0.9747,0.8405,-0.1343
P03951,L2,5146,101,EF1%,48.9909,45.0716,-3.9193
P03951,L2,5146,101,EF5%,19.1558,19.1558,+0.0000
P03951,L2,5146,101,AUROC,0.9909,0.9927,+0.0018
P03952,L2,6621,130,EF1%,36.4877,50.9308,+14.4431
P03952,L2,6621,130,EF5%,15.1872,19.3291,+4.1420
P03952,L2,6621,130,AUROC,0.9598,0.9961,+0.0363
P04049,L2,33417,654,EF1%,13.8799,49.7236,+35.8437
P04049,L2,33417,654,EF5%,13.1487,17.2156,+4.0669
P04049,L2,33417,654,AUROC,0.8934,0.9102,+0.0168
P04150,L2,14570,286,EF1%,39.0804,30.3571,-8.7233
P04150,L2,14570,286,EF5%,16.1428,13.0680,-3.0748
P04150,L2,14570,286,AUROC,0.9763,0.9598,-0.0166
P04293,L2,18090,355,EF1%,8.1645,0.0000,-8.1645
P04293,L2,18090,355,EF5%,6.8694,0.0000,-6.8694
P04293,L2,18090,355,AUROC,0.8445,0.4889,-0.3556
P04626,L2,51136,1004,EF1%,30.8379,15.8169,-15.0210
P04626,L2,51136,1004,EF5%,18.0663,13.2261,-4.8403
P04626,L2,51136,1004,AUROC,0.9519,0.9331,-0.0188
P06239,L2,36427,715,EF1%,9.9102,3.3499,-6.5603
P06239,L2,36427,715,EF5%,4.9772,0.8668,-4.1104
P06239,L2,36427,715,AUROC,0.4187,0.5019,+0.0832
P06241,L2,2753,54,EF1%,9.1038,7.2831,-1.8208
P06241,L2,2753,54,EF5%,9.9746,8.8663,-1.1083
P06241,L2,2753,54,AUROC,0.9102,0.9112,+0.0010
P06276,L2,7078,139,EF1%,48.0521,49.4865,+1.4344
P06276,L2,7078,139,EF5%,16.8298,16.3982,-0.4315
P06276,L2,7078,139,AUROC,0.9454,0.9523,+0.0069
P07333,L2,39376,773,EF1%,34.9076,42.5355,+7.6280
P07333,L2,39376,773,EF5%,14.0736,15.1602,+1.0866
P07333,L2,39376,773,AUROC,0.9162,0.9308,+0.0146
P07711,L2,5750,113,EF1%,21.9332,14.0372,-7.8959
P07711,L2,5750,113,EF5%,17.1383,4.4171,-12.7212
P07711,L2,5750,113,AUROC,0.9673,0.7037,-0.2636
P07949,L2,13407,263,EF1%,50.5996,50.9772,+0.3776
P07949,L2,13407,263,EF5%,18.2333,18.7651,+0.5318
P07949,L2,13407,263,AUROC,0.9666,0.9875,+0.0209
P08069,L2,18295,359,EF1%,8.9112,32.8601,+23.9489
P08069,L2,18295,359,EF5%,8.2986,12.9213,+4.6227
P08069,L2,18295,359,AUROC,0.9241,0.9146,-0.0095
P08173,L2,3974,78,EF1%,3.8212,14.0109,+10.1897
